"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Turkiye","TUR","GDP (current US$)","NY.GDP.MKTP.CD","7566666666.66667","7988888888.88889","8922222222.22222","10355555555.5556","11177777777.7778","11966666666.6667","14100000000","15644444444.4444","17500000000","19466666666.6667","17863636363.6364","16166666666.6667","20650000000","26000000000","35414285714.2857","46042857142.8571","51450000000","58683333333.3333","65912500000","89616129032.2581","68823684210.5263","71180180180.1802","64369325153.3742","61803555555.5556","59937602179.8365","67232758620.6897","75673037037.037","87190081680.28","90875175808.7201","107127191328.935","150655500191.644","151034731543.624","159104772991.851","180415757851.616","130650447499.071","234699627004.035","250366965174.129","263817553748.395","276035372654.608","256673939247.773","274748463178.502","202195080239.036","240778008473.845","315392899922.379","410156784495.948","508314210212.544","559668118237.002","685228481017.03","775415944332.866","653894449921.288","782545664268.333","844192507380.795","885327622479.052","962167643588.925","942343431928.654","865460050683.656","870818016909.84","863874522365.276","788356985773.667","775853144222.613","733628247119.077","839938668172.134","926097476913.818","1141242864657.45","1359123768774.12","",
"Tuvalu","TUV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","2585955.87411804","2716989.58449994","2968457.94392523","3411915.43882127","4122328.66617539","4014748.0540762","3919072.22992563","3669419.59164946","3798781.86329799","4065659.43428377","4206128.13370474","4773017.53163822","4118945.16164625","4152550.30416472","4481977.90255389","3862851.88310194","4574706.2115277","5020513.49920593","7011059.37136204","8454523.24729257","9542900.90136505","10127313.9132358","10535028.1423687","10414399.9564792","11772610.6579341","11922614.1984666","13338597.3300737","13734210.096632","13795146.2092638","14800503.2582747","15073975.5349377","13964732.327114","16842672.5952874","19456338.0318228","22798274.9795551","22909979.8163078","24096875.4635825","28450168.692765","31874434.857882","28076983.9703819","32105408.4771121","39196957.4908996","39345579.4723758","38615890.6320745","38760982.6540096","36811936.0824587","41629064.2232388","45276595.3533146","48015259.8751356","54123198.5662913","51746594.3148543","60196405.7138393","59065982.0873657","62280311.5852172","","",
"Tanzania","TZA","GDP (current US$)","NY.GDP.MKTP.CD","2651729807.38808","2826179031.22839","3101589992.664","3456579293.44828","3748840925.06363","3817226546.22938","4377998825.12047","4565132047.52718","4895251824.05927","5142066811.47328","2851419386.07225","3050673517.33059","3472787266.0964","4144104535.49655","4977337978.35959","5729917839.54264","6472511987.84735","7732598995.10303","9261675709.83072","9804637490.81892","11409228086.7463","13161540377.5792","13927383239.8322","14049883809.0089","12906635133.1557","15328295175.4067","10840864521.2338","7824193222.11908","7406614407.46127","6418799006.80247","6184384225.02712","7197768158.58347","6681997469.31292","6182872707.82523","6550480483.9385","7631431840.49992","9433528150.36609","11158197941.9152","12172790056.3733","12704334195.8151","13371767081.7428","13563990022.3641","14129651895.6911","15211487708.7684","16673062473.3981","18395383647.4975","18619859795.2852","21860434823.4808","27947821397.9272","29400573553.6075","32012892919.37","34657140096.4836","39650394362.9287","45648857242.315","49986726460.6805","47413919817.124","49774409374.4538","53274884532.7886","57003712892.0858","61026731925.9213","66068737786.0639","70655628147.8986","75749121842.9149","79030935627.0781","78844405385.2195","",
"Uganda","UGA","GDP (current US$)","NY.GDP.MKTP.CD","423145605.043164","441667334.611947","449158233.391351","516315231.449087","589247687.30035","884502309.953801","925381492.370153","967240655.186896","1037379252.41495","1168556628.86742","1259554808.90382","1417191656.16688","1490970180.59639","1701829789.02127","2098944967.20844","2359555555.55556","2447300000","2936470588.23529","2420260869.56522","2139025000","1244610000","1337300000","2177500000","2240333333.33333","3615647477.05434","3519695443.52516","3923244049.95796","6269522042.11556","6508931651.66667","5276480799.33868","4304399310.30967","3321729159.62277","2857457761.90922","3220439044.18949","3990430446.71216","5755818842.49246","6044585326.938","6269333313.17108","6584815846.52754","5998563257.94659","6193246837.09687","5840503868.51573","6178563591.12051","6606884275.23087","7939487547.77384","9239221763.05793","9977647682.96954","11902564494.8833","14440404132.2047","25127805566.6584","26673441430.7857","27871725241.4723","27305915910.7877","28915786516.6123","32612397257.4458","32387183730.1002","29203988696.2626","30744473841.424","32927025619.6795","35353061003.4359","37600368241.6657","40529788748.6737","45565333210.9108","48768955863.3175","53911907086.1525","",
"Ukraine","UKR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","64087694038.2333","74703517902.6642","82709161099.1244","81393558423.4406","77350733982.4458","73945908383.7046","65648559903.0571","52549580264.8064","48213856468.5718","44558831005.0621","50151531591.7317","41882523345.1804","31580639553.8298","32375083934.8241","39309580983.2282","43956163612.0433","52010355753.0461","67220154164.3166","89238865118.5263","111884752475.248","148733861386.139","188110390659.515","121552153444.124","141209170427.233","169333835201.554","182591753827.949","190498811460.028","133503871861.723","91030967789.0717","93355869403.9223","112090505081.739","130891088293.55","153883047509.577","156617722013.342","199765859570.935","161989520721.19","181221517868.744","190741262414.705","",
"Upper middle income","UMC","GDP (current US$)","NY.GDP.MKTP.CD","168301179364.723","165921579245.585","167379651487.486","183977453340.648","210883041645.767","235905563168.848","260316790801.058","263557167698.538","278937183061.184","313018349850.227","343935285669.63","374392771386.033","429646254432.817","566427139124.191","728956068550.65","806608582683.112","873861925668.031","979427152117.783","1079266938526.53","1256625970718.53","1471975200346.02","1591269951981.75","1562915435872.05","1528731873355.89","1615400948383.79","1666632880435.57","1710853569900.45","1727133135624.12","1866029448988.16","2065897165340.6","2410286900177.05","2335833216231.81","2496848264610.53","2752581405019.5","3100243695676.27","3590452706934.99","3969358593677.36","4227484958565.25","4101561215023.74","3994091236934.55","4367611839180.12","4372459590357.57","4407934527692.62","4915357805340.9","5800084346153.38","6895044898247.15","8134238729409.14","10005758018034.1","12105099178344.4","12026144793149.3","14696874253221.1","17574300130715.1","18765402050802.8","19960355834404.7","20735117855997","19986614322858.2","20085178332818.9","22024556422932.4","23578896359333.1","23981611801327.3","23243062185366.1","27732726329893.6","28940725480186.1","29939274216922.3","30986054597959.2","",
"Uruguay","URY","GDP (current US$)","NY.GDP.MKTP.CD","1242289239.20493","1547388781.43133","1710004407.22785","1539681490.78174","1975701816.46615","1890767155.52622","1809185093.55188","1597713469.09611","1593674184.56285","2004435483.87097","2137096774.19355","2807258064.51613","2189418688.80408","3964296443.35254","4090209681.97172","3538278046.96236","3667161241.48372","4114670014.3472","4910254565.57831","7181182224.11227","10163020115.7344","11048301420.6301","9178780076.99713","5102276308.45313","4850238549.61832","4732017873.38369","5880112788.40947","7367494080.40014","8213538368.84635","8438951476.06644","9298807850.29979","11206176650.9075","12878148790.7348","15002136971.1745","17474588895.8918","19297663096.5506","20515458113.5857","23969739233.8966","25385886977.5228","23983945190.6202","22823270892.1094","20898761742.2386","13606515722.5864","12045638351.8507","13686329890.1191","17362857683.8545","19741420739.8901","23797773024.3992","31119602538.8322","32708319077.5179","41950361211.9581","50342406067.0777","54232266358.7811","61337621933.7857","61496186973.902","57680327998.6689","57480787465.2716","65005997963.4822","65344577415.7535","62222313618.8454","53559359261.826","60739084240.8633","70594110920.0358","77991666837.7382","80961511073.5797","",
"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD","541988586206.897","561940310344.828","603639413793.103","637058551724.138","684144620689.655","741904862068.965","813032758620.69","859620034482.759","940225000000","1017438172413.79","1073303000000","1164850000000","1279110000000","1425376000000","1545243000000","1684904000000","1873412000000","2081826000000","2351599000000","2627333000000","2857307000000","3207041000000","3343789000000","3634038000000","4037613000000","4338979000000","4579631000000","4855215000000","5236438000000","5641580000000","5963144000000","6158129000000","6520327000000","6858559000000","7287236000000","7639749000000","8073122000000","8577554457000","9062818202000","9631174489000","10250947997000","10581929774000","10929112955000","11456442041000","12217193198000","13039199193000","13815586948000","14474226905000","14769857911000","14478064934000","15048964444000","15599728123000","16253972230000","16843190993000","17550680174000","18206020741000","18695110842000","19477336549000","20533057312000","21380976119000","21060473613000","23315080560000","25604848907611","27292170793214.4","28750956130731.2","",
"Uzbekistan","UZB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","8523160592.61112","10722799639.3121","11948815258.1132","13362340337.8657","13800167711.5003","12953801760.2414","13099920055.9608","12899074922.38","13350461264.9969","13948892215.5689","14744603773.5849","14988971210.8383","17078465982.0282","13760513969.314","11401421329.1974","9687788512.80184","10134453435.4603","12030023547.8807","14307509838.8053","17330833852.919","22311393927.8817","29549438883.8338","33689223673.2577","49765676402.4495","60178909297.208","67517349212.0609","73180037914.9104","80845385809.4529","86196264755.3105","86138288644.171","69703222282.7278","58695899092.1083","67293639798.3996","66443265418.3086","77340060003.0347","90095926567.4359","102641879248.764","114965293466.611","",
"St. Vincent and the Grenadines","VCT","GDP (current US$)","NY.GDP.MKTP.CD","13066634.0000817","13999965.0000875","14524963.6875908","13708299.0625857","14758296.4375922","15108295.5625944","16099959.7501006","15835106.0327781","15350000","16650000","18450000","20051922.3261445","27585804.8653032","30165081.0858817","32923702.7281866","33237225.9880652","32792844.6829448","49353161.8518519","60844771.4814815","71096359.6296296","82340339.6296296","102086539.259259","113759203.333333","122255349.62963","135024987.777778","145641705.185185","160846656.666667","175580647.407407","200726712.592593","214745002.222222","240366666.666667","254829629.62963","277955555.555556","286307407.407407","289437037.037037","316007407.407407","331488888.888889","347770370.37037","373618518.518519","390718518.518519","427946037.037037","462072333.333333","487763851.851852","509090888.888889","549900185.185185","579948925.925926","643501148.148148","713596666.666667","732663259.259259","714300259.259259","720447888.888889","713796370.37037","730032592.592593","764781259.259259","770900000","786555555.555555","814303703.703704","844040740.740741","884329629.62963","910481481.481481","864566666.666667","888677777.777778","989188888.888889","1072237037.03704","1157207407.40741","",
